概念代码,概念名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高价,最低价,开盘价,昨收价,总市值,流通市值,主力净流入,主力净流入占比,总股本,更新时间
BK0803,股权转让,750.11,0.69,5.11,8633229,7934953907.0,1.02,752.64,745.01,747.53,745.0,206061856000,190385367000,30080256.0,0.38,7256400.0,1754552381
BK0866,人造肉,1060.73,0.68,7.21,3318807,2278933843.0,0.9,1061.65,1052.12,1054.75,1053.52,179198231000,169473435000,46766190.0,2.05,-27797600.0,1754552381
BK1142,裸眼3D,1209.53,0.68,8.19,9970452,9293285124.0,1.19,1215.93,1201.58,1207.21,1201.34,301621984000,286133104000,-361659264.0,-3.89,307849328.0,1754552381
BK0921,卫星互联网,1624.13,0.68,10.99,17948844,28467386129.0,1.58,1630.39,1604.9,1613.74,1613.14,612045104000,566346320000,-494945424.0,-1.74,592054272.0,1754552381
BK0865,电子烟,2065.06,0.68,13.85,15181962,32772543323.0,1.44,2086.22,2056.59,2060.04,2051.21,947874800000,892876320000,35306320.0,0.11,466963200.0,1754552381
BK0695,小金属概念,2872.57,0.67,19.25,79824249,93474533766.0,2.23,2873.49,2809.93,2857.83,2853.32,3322517904000,2807630384000,154459904.0,0.17,-621910272.0,1754552381
BK1101,Chiplet概念,1728.65,0.67,11.44,7138000,23553114258.0,1.92,1739.44,1706.51,1717.43,1717.21,742353200000,703754096000,81867952.0,0.35,203268608.0,1754552381
BK0668,医疗器械概念,4285.62,0.65,27.47,73693459,112817959632.0,1.47,4322.51,4259.81,4259.81,4258.15,5083748864000,4429117184000,-966605056.0,-0.86,1456423424.0,1754552381
BK1152,高带宽内存,1076.71,0.64,6.82,3757320,16514614159.0,1.73,1081.89,1063.42,1070.37,1069.89,735734928000,700570720000,-88913936.0,-0.54,137595472.0,1754552381
BK0806,精准医疗,1172.84,0.62,7.25,15945697,20988572430.0,2.53,1191.28,1161.74,1162.3,1165.59,653432400000,547619392000,-93503648.0,-0.45,334798080.0,1754552381
BK0519,稀缺资源,25488.1,0.61,153.72,38261226,52401890577.0,1.89,25498.65,25020.41,25355.62,25334.38,3433429248000,2955739184000,-665985536.0,-1.27,-82560512.0,1754552381
BK0666,苹果概念,3601.05,0.61,21.68,46658681,98654237390.0,1.8,3634.93,3570.45,3599.72,3579.37,3200547184000,2932269424000,173506304.0,0.18,482594560.0,1754552381
BK0881,3D玻璃,1300.61,0.6,7.81,11226870,11507346043.0,1.37,1307.72,1289.97,1297.59,1292.8,309979600000,288369392000,-139730272.0,-1.21,248313760.0,1754552381
BK1103,熔盐储能,1060.84,0.59,6.17,2409342,2491218580.0,1.49,1070.15,1054.46,1057.19,1054.67,83567544000,78550493000,-10917086.0,-0.44,11159088.0,1754552381
BK1065,气溶胶检测,1565.76,0.58,9.08,4327524,4511619774.0,2.33,1584.26,1548.04,1566.82,1556.68,207797618000,200382428000,-164001024.0,-3.64,88838144.0,1754552381
BK0825,新零售,1050.38,0.58,6.03,30095133,30233459464.0,0.91,1052.09,1042.6,1044.05,1044.35,2580138208000,2424308912000,294662864.0,0.97,-257998848.0,1754552381
BK0884,光刻机(胶),3206.49,0.57,18.14,20025169,45748735112.0,1.2,3208.03,3169.62,3188.87,3188.35,951886976000,771011744000,16498432.0,0.04,116892928.0,1754552381
BK0809,AI智能体,1266.21,0.57,7.16,48923706,66411435267.0,1.37,1270.36,1253.08,1258.88,1259.05,1198819040000,1056184464000,-1200925440.0,-1.81,1055997952.0,1754552381
BK0840,OLED,2839.5,0.56,15.93,43081531,73068917745.0,1.16,2845.41,2812.57,2825.08,2823.57,2372071632000,2140426256000,-135038208.0,-0.18,269777920.0,1754552381
BK1177,荣耀概念,1813.36,0.56,10.05,17706385,31887173790.0,1.19,1825.72,1804.3,1810.58,1803.31,1051038624000,928169024000,-220591616.0,-0.69,264460032.0,1754552381
BK0886,智慧政务,1563.32,0.56,8.65,24130511,38586066200.0,1.16,1568.44,1550.34,1554.67,1554.67,757076192000,683316432000,-675496192.0,-1.75,879870976.0,1754552381
BK1178,AI眼镜,1873.19,0.54,9.99,25200525,49939948349.0,1.04,1884.25,1864.96,1865.68,1863.2,1532118880000,1317502592000,-27438592.0,-0.05,340530688.0,1754552381
BK0975,磁悬浮概念,2083.34,0.53,11.06,11183381,14658773767.0,1.84,2087.27,2049.21,2073.11,2072.28,767101568000,626236896000,-6271968.0,-0.04,48104048.0,1754552381
BK0898,胎压监测,2375.69,0.53,12.56,5086781,9216867258.0,1.0,2377.08,2353.46,2363.12,2363.13,326582864000,308744176000,13270512.0,0.14,38813648.0,1754552381
BK1073,啤酒概念,1142.09,0.53,5.98,2012894,1956233674.0,0.73,1142.79,1134.51,1139.2,1136.11,253805916000,196420177000,2577273.0,0.13,2736560.0,1754552381
BK0685,举牌,2576.83,0.52,13.41,2809175,3252798234.0,1.01,2584.2,2558.29,2567.44,2563.42,255770546000,251653498000,150195845.0,4.62,-150647472.0,1754552381
BK0603,页岩气,2377.3,0.52,12.34,13278345,8733911195.0,0.89,2387.43,2366.49,2375.94,2364.96,2654489904000,2266379200000,-126768768.0,-1.45,198679216.0,1754552381
BK0641,智能穿戴,3368.55,0.52,17.48,46111140,86534650868.0,1.07,3385.75,3349.76,3358.99,3351.07,2750544624000,2461140320000,68559360.0,0.08,885164544.0,1754552381
BK0887,鸡肉概念,815.59,0.51,4.17,2696473,2921664224.0,0.81,815.76,809.2,810.02,811.42,378064816000,352214992000,-7929644.0,-0.27,48218784.0,1754552381
BK1187,小红书概念,1250.31,0.51,6.39,27702784,28820911870.0,0.66,1252.59,1244.38,1245.68,1243.92,541008144000,486214032000,555019984.0,1.93,-503258368.0,1754552381
BK0859,超清视频,1962.44,0.51,10.01,39956249,57079363643.0,1.07,1971.27,1950.41,1952.74,1952.43,2368212736000,2152526592000,-709342976.0,-1.24,918123008.0,1754552381
BK0664,婴童概念,1775.82,0.51,8.96,32105976,38990591958.0,1.01,1779.91,1762.1,1762.56,1766.86,1317842304000,1197166640000,531463936.0,1.36,-48434176.0,1754552381
BK0940,网红经济,745.55,0.49,3.67,48042520,49832273720.0,0.73,746.68,741.24,741.92,741.88,1720401552000,1501990480000,-128801024.0,-0.26,44741376.0,1754552381
BK0849,京东金融,1744.16,0.49,8.5,4125394,3677818057.0,0.83,1750.34,1735.93,1736.23,1735.66,259272335000,258279525000,-81740544.0,-2.22,-26660752.0,1754552381
BK0693,基因测序,2136.47,0.48,10.25,17939181,19333911965.0,2.34,2172.06,2122.22,2122.65,2126.22,533003680000,457572560000,23608880.0,0.12,-59159040.0,1754552381
BK0841,体外诊断,1443.19,0.48,6.87,11685582,20219130175.0,2.51,1471.1,1435.01,1435.8,1436.32,962774992000,913455488000,331761744.0,1.64,-164894464.0,1754552381
BK1025,预制菜概念,1151.76,0.48,5.48,10393310,6421880613.0,0.74,1151.99,1143.46,1146.8,1146.28,638732112000,449399744000,-124381360.0,-1.94,137112912.0,1754552381
BK0974,化妆品概念,1306.46,0.47,6.07,8955401,14924336098.0,1.03,1312.64,1299.24,1301.4,1300.39,736237984000,649138416000,-292691216.0,-1.96,170806016.0,1754552381
BK0665,电商概念,2291.1,0.45,10.22,76691383,90174093829.0,0.6,2293.98,2280.37,2281.59,2280.88,6388434944000,5675476480000,-133338624.0,-0.15,336073472.0,1754552381
BK0882,猪肉概念,1354.79,0.44,5.95,6815401,6500874444.0,0.72,1354.79,1345.03,1348.29,1348.84,840486704000,719718736000,-178609200.0,-2.75,193321280.0,1754552381
BK0580,LED,3684.06,0.43,15.8,25851009,42567278646.0,0.93,3698.48,3664.41,3676.83,3668.26,1420424960000,1317037648000,788851200.0,1.85,-122269184.0,1754552381
BK1149,星闪概念,1504.79,0.42,6.33,6690542,18444095043.0,1.33,1516.53,1496.62,1499.32,1498.46,570349184000,481595264000,-154916992.0,-0.84,337177088.0,1754552381
BK1196,2025中报扭亏,1021.39,0.42,4.28,79662170,86098889210.0,0.77,1021.39,1013.58,1018.97,1017.11,1842167120000,1677511168000,-536709632.0,-0.62,930687488.0,1754552381
BK1047,数据安全,1159.02,0.42,4.81,26841785,47053047015.0,1.45,1162.77,1146.05,1152.79,1154.21,1149829680000,1054904032000,-588662784.0,-1.25,834563840.0,1754552381
BK0807,共享经济,902.7,0.41,3.67,3604152,4042029100.0,0.76,903.87,897.04,897.96,899.03,234968981000,217925331000,-13825760.0,-0.34,63566032.0,1754552381
BK0811,超级品牌,2372.65,0.41,9.58,6789739,22482821641.0,0.65,2376.43,2361.01,2362.27,2363.07,8330691072000,5130853120000,-18504480.0,-0.08,233424896.0,1754552381
BK1098,生物质能发电,1054.59,0.4,4.24,2968110,2234288098.0,0.55,1055.42,1049.67,1052.14,1050.35,223691451000,197669955000,-10593929.0,-0.47,-21446672.0,1754552381
BK1102,空气能热泵,1457.5,0.4,5.83,7804219,15136360045.0,1.0,1457.96,1443.49,1452.27,1451.67,1199804544000,1076725968000,-161176608.0,-1.06,206695616.0,1754552381
BK0833,小米概念,2069.35,0.4,8.26,69541688,120168193646.0,1.17,2081.06,2056.92,2064.56,2061.09,3497691024000,3095322352000,-1511632896.0,-1.26,2196248832.0,1754552381
BK1115,跨境电商,1579.65,0.4,6.29,36453686,41873593488.0,0.6,1582.09,1572.63,1575.01,1573.36,1736475584000,1399897472000,-407086432.0,-0.97,536209664.0,1754552381
BK0970,生物识别,1667.36,0.39,6.4,17577601,31529560324.0,1.11,1675.15,1656.64,1658.94,1660.96,1092860000000,990071136000,-784605520.0,-2.49,1006740480.0,1754552381
BK0875,ETC,1895.41,0.39,7.27,15352137,21372908762.0,0.77,1900.61,1886.02,1892.12,1888.14,425593696000,391600432000,-670535696.0,-3.14,764264448.0,1754552381
BK0852,冷链物流,2034.12,0.38,7.77,29140253,39902531620.0,0.68,2038.93,2025.13,2025.19,2026.35,1683552544000,1517165504000,-555527424.0,-1.39,769349120.0,1754552381
BK0629,北斗导航,6580.02,0.38,25.03,25606741,44423581432.0,1.29,6583.99,6499.56,6539.82,6554.99,1096265408000,995628464000,-551216128.0,-1.24,1003492608.0,1754552381
BK0690,氟化工,3853.38,0.37,14.34,28758322,18590307042.0,1.32,3869.34,3818.75,3852.97,3839.04,691078032000,593179968000,-24167408.0,-0.13,-18659840.0,1754552381
BK1162,AI手机,1627.41,0.37,6.04,11798205,26623642281.0,1.46,1642.92,1619.27,1624.92,1621.37,840828112000,753418400000,-373372320.0,-1.4,424204800.0,1754552381
BK0606,油气设服,1980.81,0.37,7.27,10571494,10820322749.0,0.84,1984.68,1968.12,1977.82,1973.54,1806372160000,549997232000,-235400096.0,-2.18,359288736.0,1754552381
BK0948,MicroLED,1072.86,0.37,3.92,10199139,6723076456.0,0.92,1076.61,1066.81,1068.8,1068.94,464218224000,428157552000,-261877776.0,-3.9,219328640.0,1754552381
BK0927,免税概念,1372.83,0.36,4.92,10207024,8022795807.0,0.92,1376.83,1364.23,1367.74,1367.91,938629904000,851426272000,-250906352.0,-3.13,204375504.0,1754552381
BK0628,智慧城市,5842.99,0.36,20.86,65718040,86821696067.0,1.05,5860.38,5799.3,5825.98,5822.13,2598727328000,2350685664000,-3294686464.0,-3.79,2506820608.0,1754552381
BK1127,AI芯片,1464.95,0.36,5.23,13811310,36918499163.0,1.71,1477.42,1452.43,1465.45,1459.72,1341878288000,1078017104000,224916480.0,0.61,321469952.0,1754552381
BK0523,新材料,30844.7,0.35,107.42,99555454,159403619063.0,1.05,30858.94,30536.96,30782.58,30737.28,4718858496000,4237259088000,-2319984640.0,-1.46,1735513088.0,1754552381
BK0915,WiFi,1263.17,0.35,4.36,6834677,13498941933.0,1.12,1268.09,1253.95,1262.77,1258.81,534085904000,495092064000,-117114960.0,-0.87,97000544.0,1754552381
BK0983,核污染防治,1554.82,0.34,5.34,11406630,12296329053.0,1.38,1558.42,1537.07,1549.58,1549.48,406127040000,338838480000,-59771168.0,-0.49,181950368.0,1754552381
BK0667,国家安防,3408.11,0.34,11.63,33124067,53319726842.0,0.87,3413.38,3383.97,3398.89,3396.48,1777484528000,1618261456000,-1313849088.0,-2.46,1068964352.0,1754552381
BK0524,参股期货,31540.62,0.34,107.34,18279860,24009308814.0,1.13,31587.57,31232.08,31452.01,31433.28,3104964560000,2566170864000,-150965840.0,-0.63,-74256640.0,1754552381
BK0498,AB股,12126.97,0.33,40.02,21925085,20030201885.0,0.71,12147.3,12060.95,12105.74,12086.95,1374585440000,1060360480000,-549645232.0,-2.74,603515392.0,1754552381
BK0963,商业航天,1930.25,0.33,6.34,44571491,80048934726.0,1.19,1930.74,1907.81,1924.33,1923.91,1817127600000,1605293472000,-1103280640.0,-1.38,1513524992.0,1754552381
BK0924,地摊经济,2017.58,0.33,6.56,7993047,10514761817.0,0.72,2020.63,2006.19,2009.09,2011.02,704612864000,658538592000,-266996688.0,-2.54,309765056.0,1754552381
BK0689,阿里概念,2742.28,0.33,8.89,57446378,85206528863.0,0.83,2748.68,2725.98,2733.5,2733.39,3243770016000,2980756144000,-1455553024.0,-1.71,1117141504.0,1754552381
BK0554,物联网,16241.93,0.32,52.15,118861046,203499598456.0,0.95,16283.64,16129.88,16200.59,16189.78,9079433216000,6185248512000,-4613689344.0,-2.27,4461425152.0,1754552381
BK0926,湖北自贸,1802.03,0.31,5.64,9002059,17623873947.0,1.33,1804.36,1780.38,1796.26,1796.39,408683680000,383161552000,-555658800.0,-3.15,461332992.0,1754552381
BK0842,富士康,2046.67,0.31,6.39,11278744,28502333292.0,1.62,2063.23,2030.16,2043.52,2040.28,646162416000,572665968000,-440071328.0,-1.54,594116096.0,1754552381
BK0632,土地流转,1678.5,0.31,5.23,16886130,10064356051.0,0.68,1679.82,1668.42,1671.76,1673.27,447229200000,391791760000,-479925440.0,-4.77,272773392.0,1754552381
BK0943,汽车拆解,1193.19,0.31,3.7,4724428,3744461443.0,1.4,1195.23,1178.55,1188.85,1189.49,257607153000,213451900000,-60893712.0,-1.63,38100928.0,1754552381
BK0722,虚拟现实,1195.36,0.31,3.68,86776169,123608086156.0,0.73,1198.72,1190.06,1192.86,1191.68,3531723632000,3254532176000,-792832000.0,-0.64,1873851904.0,1754552381
BK1053,低价股,1101.97,0.31,3.38,111069326,26088565017.0,0.73,1103.27,1095.22,1099.18,1098.59,1760060944000,1511633232000,-62197440.0,-0.24,164018176.0,1754552381
BK1009,元宇宙概念,2287.86,0.31,6.98,59909838,93620668370.0,0.93,2294.17,2272.95,2282.66,2280.88,4611075840000,2158387232000,-1806083840.0,-1.93,1955061248.0,1754552381
BK0637,互联金融,5509.68,0.3,16.59,109425080,130570980008.0,0.97,5523.0,5469.56,5494.16,5493.09,21956787200000,15711485696000,-2044734976.0,-1.57,1757796352.0,1754552381
BK0534,成渝特区,21203.7,0.3,62.47,25820063,32955884591.0,0.61,21223.24,21094.32,21148.18,21141.23,2346094512000,2183888944000,-408464640.0,-1.24,555008256.0,1754552381
BK0509,网络游戏,13233.69,0.29,38.36,30141135,36015100212.0,0.59,13236.23,13158.95,13200.8,13195.33,1099087984000,1032122448000,-476043008.0,-1.32,602450944.0,1754552381
BK0653,养老概念,2856.68,0.27,7.7,41373738,45678947794.0,0.81,2863.96,2841.02,2844.92,2848.98,3128662112000,2345857104000,-1289440768.0,-2.82,904861696.0,1754552381
BK1124,毫米波概念,1673.89,0.27,4.5,13950397,24382303551.0,1.24,1680.34,1659.57,1671.4,1669.39,601376416000,504748192000,-137505920.0,-0.56,446387200.0,1754552381
BK0696,国产软件,3749.8,0.27,10.05,70537287,121991071337.0,1.32,3765.85,3716.57,3738.55,3739.75,3350227008000,2960126992000,-3682079744.0,-3.02,2950409728.0,1754552381
BK1176,财税数字化,1938.99,0.26,5.12,14459508,25306674807.0,1.63,1950.74,1919.15,1934.38,1933.87,564780048000,505823488000,-891041280.0,-3.52,760229120.0,1754552381
BK1084,数字哨兵,1827.54,0.26,4.72,2973956,4243149990.0,1.65,1845.16,1815.04,1826.23,1822.82,106281639000,90208765000,-240317221.0,-5.66,181983568.0,1754552381
BK0889,医疗美容,1814.25,0.25,4.53,19940757,23265065446.0,1.21,1828.4,1806.43,1807.15,1809.72,1113656816000,986881088000,-696363168.0,-2.99,287587328.0,1754552381
BK1145,机器人执行器,1809.58,0.25,4.44,8743236,23575983995.0,1.56,1815.12,1786.91,1813.5,1805.14,511502560000,471996480000,-667986672.0,-2.83,530566400.0,1754552381
BK1181,并购重组概念,1162.71,0.24,2.81,37287745,54211075953.0,0.86,1165.17,1155.17,1159.84,1159.9,2340900400000,1849715760000,-933490688.0,-1.72,760866304.0,1754552381
BK0655,网络安全,4819.82,0.24,11.61,43823838,73176081423.0,1.08,4830.55,4778.43,4802.35,4808.21,4978906368000,2407798112000,-1961081600.0,-2.68,1843297280.0,1754552381
BK0945,装配建筑,1091.09,0.24,2.56,27225637,21807992280.0,0.82,1093.47,1084.56,1091.73,1088.53,1447921824000,1257819504000,176006976.0,0.81,-161858816.0,1754552381
BK0567,股权激励,3380.71,0.23,7.83,51343372,97709211544.0,0.82,3390.33,3362.68,3374.54,3372.88,4960401152000,4403315712000,-1953955072.0,-2.0,2388875520.0,1754552381
BK0834,乡村振兴,1634.87,0.23,3.76,32667471,30370335296.0,0.6,1637.37,1627.62,1631.69,1631.11,1552047856000,1303286816000,-850064624.0,-2.8,803531264.0,1754552381
BK0662,在线教育,2290.16,0.23,5.25,42395413,47295293607.0,0.98,2297.91,2275.47,2280.88,2284.91,1507228384000,1346764560000,-1164143616.0,-2.46,1102804736.0,1754552381
BK1186,首发经济,1039.48,0.22,2.31,14380769,12818179935.0,0.72,1041.95,1034.49,1038.69,1037.17,317255136000,277840640000,204764896.0,1.6,57071872.0,1754552381
BK0888,农业种植,2433.21,0.22,5.39,18846276,16270409341.0,0.64,2437.36,2421.9,2426.19,2427.82,801385264000,732160624000,-192163744.0,-1.18,158955776.0,1754552381
BK0901,3D摄像头,1636.92,0.22,3.62,6896302,16003994108.0,1.38,1654.53,1631.99,1641.13,1633.3,580379728000,563675072000,34905040.0,0.22,249532400.0,1754552381
BK1061,数字经济,1403.68,0.22,3.1,54811681,85466313938.0,0.95,1408.13,1394.84,1402.38,1400.58,1999197104000,1770192224000,-2653337856.0,-3.1,2433846016.0,1754552381
BK0506,创投,16898.12,0.22,36.41,86417486,109601255270.0,0.64,16916.73,16808.19,16869.99,16861.71,4753357312000,4489580544000,-1834252800.0,-1.67,1980288256.0,1754552381
BK0801,增强现实,1293.41,0.21,2.72,15558972,27120463792.0,1.04,1301.1,1287.62,1293.13,1290.69,698495696000,644071504000,-455811280.0,-1.68,853858560.0,1754552381
