stock_code,stock_name,industry,primary_concept,all_concepts,region
sh605319,无锡振华,汽车零部件,转债标的,"转债标的,预盈预增,特斯拉,沪股通,新能源车,半导体概念,小米汽车",江苏
sh605333,沪光股份,汽车零部件,预盈预增,"预盈预增,上证380,沪股通,新能源车,华为汽车",江苏
sh605336,帅丰电器,家电行业,预亏预减,"预亏预减,2025中报预减",浙江
sh605337,李子园,食品饮料,转债标的,"转债标的,电商概念,乳业",浙江
sh605338,巴比食品,食品饮料,电商概念,"电商概念,养老金,宠物经济",上海
sh605339,南侨食品,食品饮料,预亏预减,"预亏预减,沪股通,乳业,2025中报预减",上海
sh605358,立昂微,半导体,转债标的,"转债标的,物联网,预亏预减,智能电网,融资融券,充电桩,中证500,沪股通,5G概念,人工智能,国产芯片,新能源车,氮化镓,半导体概念,中芯概念,第三代半导体,汽车芯片,专精特新,IGBT概念",浙江
sh605365,立达信,家电行业,物联网,"物联网,预亏预减,LED,智能家居,沪股通,贬值受益,国产芯片,传感器,鸿蒙概念,植物照明,2025中报预减",福建
sh605366,宏柏新材,化学制品,新材料,"新材料,转债标的,预亏预减,融资融券,有机硅",江西
sh605368,蓝天燃气,燃气,转债标的,"转债标的,沪股通,养老金,天然气",河南
sh605369,拱东医疗,医疗器械,预盈预增,"预盈预增,医疗器械概念,病毒防治,沪股通,体外诊断",浙江
sh605376,博迁新材,小金属,新材料,"新材料,预盈预增,锂电池,融资融券,3D打印,小金属概念,超级电容,沪股通,MLCC,专精特新,2025中报预增",江苏
sh605377,华旺科技,造纸印刷,沪股通,沪股通,浙江
sh605378,野马电池,电池,预亏预减,"预亏预减,锂电池,工业互联,2025中报预减",浙江
sh605388,均瑶健康,食品饮料,预亏预减,"预亏预减,婴童概念,乳业,幽门螺杆菌概念,2025中报预减",湖北
sh605389,长龄液压,工程机械,太阳能,"太阳能,工程机械概念,专精特新,减速器",江苏
sh605398,新炬网络,互联网服务,预亏预减,"预亏预减,大数据,国产软件,人工智能,百度概念,华为概念,数据中心,信创,MLOps概念,数据要素,2025中报预减",上海
sh605399,晨光新材,化学制品,新材料,"新材料,预亏预减,融资融券,有机硅,专精特新",江西
sh605488,福莱新材,塑料制品,节能环保,"节能环保,新材料,转债标的,机构重仓,智能穿戴,苹果概念,沪股通,一带一路,华为概念,传感器,降解塑料,无线充电,专精特新,机器人概念,AI手机",浙江
sh605499,东鹏饮料,食品饮料,HS300_,"HS300_,融资融券,上证180_,沪股通,MSCI中国,新零售,百元股",广东
sh605500,森林包装,造纸印刷,预亏预减,"预亏预减,2025中报预减",浙江
sh605507,国邦医药,化学制药,宠物经济,"沪股通,宠物经济,幽门螺杆菌概念,合成生物",浙江
sh605555,德昌股份,家电行业,无人驾驶,"沪股通,无人驾驶,贬值受益,新能源车,机器人概念,人形机器人",浙江
sh605566,福莱蒽特,化学制品,太阳能,太阳能,浙江
sh605567,春雪食品,食品饮料,预盈预增,"预盈预增,电商概念,新零售,冷链物流,人造肉,鸡肉概念,网红经济,预制菜概念,中俄贸易概念,微盘股,2025中报扭亏",山东
sh605577,龙版传媒,文化传媒,在线教育,"在线教育,央国企改革,沪股通",黑龙江
sh605580,恒盛能源,电力行业,氢能源,"氢能源,培育钻石,绿色电力",浙江
sh605588,冠石科技,半导体,预亏预减,"预亏预减,苹果概念,小米概念,OLED,华为概念,光刻机(胶),半导体概念,柔性屏(折叠屏)",江苏
sh605589,圣泉集团,化学制品,军工,"军工,节能环保,新材料,QFII重仓,机构重仓,预盈预增,锂电池,融资融券,石墨烯,3D打印,国产软件,中证500,超级电容,上证380,沪股通,氢能源,PCB,光刻机(胶),代糖概念,商业航天,建筑节能,抗菌面料,2025中报预增",山东
sh605598,上海港湾,工程建设,军工,"军工,沪股通,一带一路,商业航天",上海
sh605599,菜百股份,珠宝首饰,黄金概念,"黄金概念,电商概念,央国企改革,沪股通",北京
sh688001,华兴源创,专用设备,转债标的,"转债标的,机构重仓,预亏预减,融资融券,特斯拉,苹果概念,沪股通,5G概念,OLED,国产芯片,无线耳机",江苏
sh688002,睿创微纳,半导体,军工,"军工,转债标的,基金重仓,股权激励,融资融券,国家安防,中证500,无人机,上证380,沪股通,军民融合,富时罗素,国产芯片,传感器,卫星互联网,机器人概念,科创板做市股",山东
sh688003,天准科技,通用设备,股权激励,"股权激励,融资融券,苹果概念,沪股通,人工智能,无人驾驶,边缘计算,PCB,半导体概念,车联网(车路云),机器视觉,专精特新,机器人概念,英伟达概念",江苏
sh688004,博汇科技,互联网服务,机构重仓,"机构重仓,预盈预增,云计算,融资融券,大数据,在线教育,国产软件,人工智能,区块链,影视概念,华为概念,超清视频,数字孪生,职业教育,数据安全,信创,微盘股,Sora概念",北京
sh688005,容百科技,电池,锂电池,"锂电池,融资融券,小金属概念,上证380,沪股通,新能源车,固态电池,钠离子电池",浙江
sh688006,杭可科技,电池,股权激励,"股权激励,预亏预减,锂电池,融资融券,上证380,沪股通,富时罗素,固态电池,科创板做市股",浙江
sh688007,光峰科技,消费电子,深圳特区,"深圳特区,融资融券,沪股通,虚拟现实,小米概念,华为汽车,机器人概念,AI眼镜",广东
sh688008,澜起科技,半导体,HS300_,"HS300_,基金重仓,预盈预增,云计算,融资融券,上证50_,上证180_,沪股通,人工智能,贬值受益,MSCI中国,富时罗素,国产芯片,中芯概念,数据安全,AI芯片,算力概念,存储芯片,AIPC,2025中报预增",上海
sh688009,中国通号,交运设备,AH股,"AH股,HS300_,中字头,铁路基建,融资融券,上证180_,北斗导航,央国企改革,沪股通,一带一路,MSCI中国,华为概念,富时罗素,国产芯片,车联网(车路云),科创板做市股,中特估,低空经济",北京
sh688010,福光股份,光学光电子,军工,"军工,预盈预增,融资融券,国家安防,沪股通,军民融合,区块链,华为概念,超清视频,商业航天,专精特新",福建
sh688011,新光光电,光学光电子,军工,"军工,预亏预减,融资融券,国家安防,军民融合,专精特新",黑龙江
sh688012,中微公司,半导体,HS300_,"HS300_,基金重仓,机构重仓,股权激励,LED,长江三角,融资融券,上证50_,上证180_,沪股通,MSCI中国,区块链,富时罗素,国产芯片,半导体概念,中芯概念,宁组合,百元股,科创板做市股,高带宽内存",上海
sh688013,天臣医疗,医疗器械,医疗器械概念,"融资融券,医疗器械概念,专精特新",江苏
sh688015,交控科技,交运设备,股权激励,"股权激励,铁路基建,融资融券,区块链,车联网(车路云),低空经济",北京
sh688016,心脉医疗,医疗器械,医疗器械概念,"融资融券,医疗器械概念,上证380,沪股通,专精特新,百元股",上海
sh688017,绿的谐波,通用设备,新能源,"新能源,融资融券,医疗器械概念,中证500,上证380,沪股通,半导体概念,工业母机,专精特新,百元股,机器人概念,减速器,机器人执行器,人形机器人",江苏
sh688018,乐鑫科技,半导体,机构重仓,"机构重仓,物联网,股权激励,预盈预增,融资融券,智能穿戴,智能家居,沪股通,人工智能,小米概念,国产芯片,WiFi,百元股,星闪概念,2025中报预增",上海
sh688019,安集科技,电子化学品,新材料,"新材料,转债标的,基金重仓,股权激励,LED,融资融券,上证380,沪股通,OLED,富时罗素,光刻机(胶),国产芯片,中芯概念,专精特新,百元股",上海
sh688020,方邦股份,电子元件,新材料,"新材料,股权激励,融资融券,5G概念,小米概念,华为概念,专精特新,复合集流体",广东
sh688021,奥福科技,环保行业,节能环保,"节能环保,预亏预减,融资融券,燃料电池,氢能源,尾气治理,专精特新,微盘股",山东
sh688022,瀚川智能,专用设备,预亏预减,"预亏预减,锂电池,融资融券,特斯拉,充电桩,无人驾驶,工业互联,华为概念,边缘计算,换电概念,储能,专精特新,微盘股,低空经济",江苏
sh688023,安恒信息,软件开发,物联网,"物联网,预盈预增,云计算,融资融券,智慧城市,大数据,网络安全,国产软件,沪股通,人工智能,工业互联,华为概念,车联网(车路云),华为昇腾,数据安全,数字经济,东数西算,信创,数据要素,DeepSeek概念",浙江
sh688025,杰普特,电子元件,深圳特区,"深圳特区,股权激励,预盈预增,融资融券,3D打印,苹果概念,虚拟现实,华为概念,国产芯片,专精特新,百元股,钙钛矿电池,BC电池,2025中报预增",广东
sh688026,洁特生物,塑料制品,转债标的,"转债标的,预盈预增,融资融券,医疗器械概念,辅助生殖,专精特新",广东
sh688027,国盾量子,通信设备,军工,"军工,预盈预增,融资融券,央国企改革,国产软件,中证500,沪股通,量子科技,国产芯片,专精特新,百元股",安徽
sh688028,沃尔德,通用设备,股权激励,"股权激励,融资融券,OLED,工业母机,培育钻石,玻璃基板,人形机器人",北京
sh688029,南微医学,医疗器械,医疗器械概念,"融资融券,医疗器械概念,上证380,沪股通",江苏
sh688030,山石网科,软件开发,转债标的,"转债标的,机构重仓,预盈预增,云计算,融资融券,网络安全,国产软件,华为概念,VPN,数据安全",江苏
sh688031,星环科技-U,软件开发,预亏预减,"预亏预减,融资融券,大数据,沪股通,人工智能,数据安全,信创,MLOps概念,数据要素",上海
sh688032,禾迈股份,光伏设备,机构重仓,"机构重仓,太阳能,融资融券,中证500,上证380,沪股通,专精特新,百元股",浙江
sh688033,天宜新材,光伏设备,军工,"军工,预盈预增,太阳能,铁路基建,融资融券,商业航天,飞行汽车(eVTOL),低空经济",北京
sh688035,德邦科技,电子元件,预盈预增,"预盈预增,太阳能,融资融券,苹果概念,沪股通,无线耳机,新能源车,半导体概念,固态电池,专精特新,液冷概念,高带宽内存",山东
sh688036,传音控股,消费电子,HS300_,"HS300_,深圳特区,股权激励,融资融券,上证180_,沪股通,一带一路,MSCI中国,养老金,MLOps概念,AI手机,DeepSeek概念",广东
sh688037,芯源微,半导体,基金重仓,"基金重仓,LED,融资融券,上证380,沪股通,华为概念,光刻机(胶),国产芯片,半导体概念,中芯概念,专精特新,百元股",辽宁
sh688038,中科通达,软件开发,预盈预增,"预盈预增,云计算,融资融券,智慧城市,大数据,国家安防,国产软件,人工智能,华为概念,数字孪生,智慧政务,车联网(车路云),生物识别,机器视觉,华为欧拉,数据安全,数字经济,信创,数据要素,多模态AI,微盘股,DeepSeek概念",湖北
sh688039,当虹科技,互联网服务,预盈预增,"预盈预增,云计算,融资融券,在线教育,国家安防,阿里概念,国产软件,虚拟现实,人工智能,增强现实,超清视频,边缘计算,专精特新,元宇宙概念,虚拟数字人,机器人概念,Web3.0,AIGC概念,裸眼3D,星闪概念,多模态AI,Sora概念,英伟达概念,DeepSeek概念",浙江
sh688041,海光信息,半导体,HS300_,"HS300_,基金重仓,预盈预增,融资融券,上证50_,上证180_,沪股通,人工智能,MSCI中国,国产芯片,专精特新,百元股,信创,AI芯片,算力概念,并购重组概念,DeepSeek概念",天津
sh688045,必易微,半导体,新能源,"新能源,物联网,预盈预增,锂电池,融资融券,智能家居,国产芯片,储能,专精特新,微盘股",广东
sh688046,药康生物,生物制品,CRO,"融资融券,沪股通,CRO,专精特新,创新药,科创板做市股",江苏
sh688047,龙芯中科,半导体,HS300_,"HS300_,机构重仓,预亏预减,融资融券,上证180_,沪股通,MSCI中国,国产芯片,百元股,信创,算力概念,DeepSeek概念",北京
sh688048,长光华芯,半导体,预亏预减,"预亏预减,融资融券,沪股通,医疗美容,国产芯片,半导体概念,专精特新,可控核聚变",江苏
sh688049,炬芯科技,半导体,物联网,"物联网,预盈预增,融资融券,智能穿戴,智能家居,沪股通,人工智能,小米概念,国产芯片,无线耳机,汽车芯片,专精特新,机器人概念,AI芯片,算力概念,星闪概念,AI手机,荣耀概念,AI眼镜,2025中报预增",广东
sh688050,爱博医疗,医疗器械,机构重仓,"机构重仓,融资融券,医疗器械概念,上证380,沪股通,专精特新",北京
sh688051,佳华科技,互联网服务,节能环保,"节能环保,物联网,预盈预增,云计算,智能电网,融资融券,智慧城市,大数据,人工智能,区块链,华为概念,传感器,数据中心,碳交易,数据确权,微盘股",北京
sh688052,纳芯微,半导体,基金重仓,"基金重仓,预亏预减,融资融券,中证500,沪股通,国产芯片,传感器,汽车芯片,专精特新,百元股",江苏
sh688053,思科瑞,电子元件,军工,"军工,预亏预减,西部大开发,融资融券,半导体概念",四川
sh688055,龙腾光电,光学光电子,预盈预增,"预盈预增,融资融券,央国企改革,沪股通,国产芯片,MiniLED",江苏
sh688056,莱伯泰科,仪器仪表,食品安全,"融资融券,食品安全,专精特新,微盘股",北京
sh688057,金达莱,环保行业,节能环保,"节能环保,融资融券,PPP模式,专精特新,净水概念,新型城镇化",江西
sh688058,宝兰德,软件开发,预亏预减,"预亏预减,云计算,融资融券,大数据,国产软件,人工智能,华为概念,专精特新,华为欧拉,信创,ChatGPT概念,微盘股,DeepSeek概念",北京
sh688059,华锐精密,通用设备,转债标的,"转债标的,机构重仓,融资融券,工业母机,专精特新,机器人概念",湖南
sh688060,云涌科技,软件开发,物联网,"物联网,预亏预减,融资融券,网络安全,国产软件,工业互联,车联网(车路云),专精特新,信创,新型工业化,微盘股",江苏
sh688061,灿瑞科技,半导体,预亏预减,"预亏预减,融资融券,无人机,国产芯片,传感器,专精特新,机器人概念",上海
sh688062,迈威生物-U,生物制品,病毒防治,"融资融券,病毒防治,免疫治疗,沪股通,单抗概念,CAR-T细胞疗法,重组蛋白,创新药,AI制药（医疗）",上海
sh688063,派能科技,电池,预亏预减,"预亏预减,锂电池,融资融券,上海自贸,沪股通,PCB,固态电池,钠离子电池,储能,专精特新,科创板做市股",上海
