feature_name,importance,feature_index,importance_rank,importance_percent,cumulative_percent
step_21_个股_成交额,0,165,506,0.0,99.995
step_22_行业_涨跌幅,0,319,507,0.0,99.995
step_23_行业_开盘价,0,320,508,0.0,99.995
step_23_行业_收盘价,0,321,509,0.0,99.995
step_22_指数_沪深300,0,427,510,0.0,99.995
step_20_个股_流通市值,0,159,511,0.0,99.995
step_20_个股_换手率,0,158,512,0.0,99.995
step_21_指数_沪深300,0,423,513,0.0,99.995
step_10_个股_流通市值,0,87,514,0.0,99.995
step_26_行业_开盘价,0,332,515,0.0,99.995
step_26_行业_收盘价,0,333,516,0.0,99.995
step_15_个股_成交额,0,121,517,0.0,99.995
