概念代码,概念名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高价,最低价,开盘价,昨收价,总市值,流通市值,主力净流入,主力净流入占比,总股本,更新时间
BK1177,荣耀概念,1821.23,0.99,17.92,6489665.0,12921447489.0,0.84,1825.72,1810.58,1810.58,1803.31,1059962080000.0,935937776000.0,169836384.0,1.31,60114864.0,1754532099
BK1162,AI手机,1637.28,0.98,15.91,5511976.0,10710661980.0,1.11,1642.92,1624.92,1624.92,1621.37,847214880000.0,759248464000.0,105434880.0,0.98,11980032.0,1754532099
BK0993,宠物经济,1011.79,0.98,9.83,3114116.0,5330154255.0,1.02,1012.45,1002.25,1002.35,1001.96,441816272000.0,365989296000.0,63790336.0,1.2,-7339856.0,1754532099
BK0916,氮化镓,1445.62,0.98,14.0,4313711.0,9228893017.0,1.14,1447.88,1431.51,1431.57,1431.62,1010613808000.0,939024992000.0,18273776.0,0.2,89833504.0,1754532099
BK1178,AI眼镜,1881.32,0.97,18.12,9338878.0,18818175336.0,1.0,1884.25,1865.68,1865.68,1863.2,1544274272000.0,1328857808000.0,558524704.0,2.97,-197566720.0,1754532099
BK0850,进口博览,1064.98,0.95,10.03,1483755.0,1161635234.0,1.19,1065.66,1053.09,1053.25,1054.95,244714828000.0,215917510000.0,53527791.0,4.61,-4263616.0,1754532099
BK0803,股权转让,752.08,0.95,7.08,3191997.0,2880368805.0,1.02,752.64,745.01,747.53,745.0,206742923000.0,191020771000.0,108300030.0,3.76,-81674224.0,1754532099
BK0675,病毒防治,2986.1,0.94,27.94,11016803.0,14567631092.0,1.42,2989.54,2947.47,2949.96,2958.16,1650449312000.0,1450104208000.0,81549616.0,0.56,42709424.0,1754532099
BK1138,液冷概念,1402.87,0.94,13.01,12527736.0,24167719815.0,1.03,1405.71,1391.34,1391.34,1389.86,1335764672000.0,1180516160000.0,-674264688.0,-2.79,699763712.0,1754532099
BK0880,UWB概念,1718.64,0.94,15.93,4211145.0,6954259153.0,0.89,1725.05,1709.9,1710.1,1702.71,369272016000.0,350095872000.0,-38352320.0,-0.55,103093920.0,1754532099
BK0889,医疗美容,1826.17,0.91,16.45,6512468.0,8043085924.0,1.21,1828.4,1806.43,1807.15,1809.72,1123932944000.0,996000816000.0,-46436736.0,-0.58,13218560.0,1754532099
BK0969,汽车芯片,1250.56,0.9,11.18,5142150.0,13520340054.0,0.97,1254.39,1242.31,1242.31,1239.38,1315364160000.0,1209290688000.0,40281648.0,0.3,40408240.0,1754532099
BK0974,化妆品概念,1311.57,0.86,11.18,2474334.0,4929955198.0,0.99,1312.1,1299.24,1301.4,1300.39,739790096000.0,652411024000.0,-5685408.0,-0.12,23851168.0,1754532099
BK0901,3D摄像头,1647.07,0.84,13.77,2714465.0,7053226287.0,0.84,1654.53,1640.79,1641.13,1633.3,587113776000.0,570268608000.0,438399088.0,6.22,-143581232.0,1754532099
BK0842,富士康,2057.48,0.84,17.2,4118904.0,10601384822.0,0.97,2063.23,2043.52,2043.52,2040.28,648522096000.0,575596480000.0,314915136.0,2.97,-47530000.0,1754532099
BK1125,电子后视镜,1663.77,0.84,13.89,1973138.0,2801070948.0,0.87,1666.45,1652.04,1652.04,1649.88,374582928000.0,336100016000.0,28574870.0,1.02,-39099488.0,1754532099
BK0641,智能穿戴,3378.79,0.83,27.72,17268887.0,31773755065.0,0.8,3385.75,3358.99,3358.99,3351.07,2769770800000.0,2478455104000.0,942571040.0,2.97,-238786304.0,1754532099
BK1160,柔性屏(折叠屏),1578.14,0.82,12.83,10750860.0,15857010243.0,0.77,1582.44,1570.38,1570.38,1565.31,1065022720000.0,954152352000.0,-26087728.0,-0.16,109654752.0,1754532099
BK0965,社区团购,939.86,0.8,7.45,1995706.0,1840011017.0,0.89,939.95,931.61,931.61,932.41,563836768000.0,389014672000.0,139775556.0,7.6,-44776832.0,1754532099
BK1056,幽门螺杆菌概念,1060.1,0.79,8.32,5160081.0,6389733052.0,1.35,1064.81,1050.61,1050.86,1051.78,534247056000.0,462514912000.0,-99211552.0,-1.55,88132752.0,1754532099
BK0833,小米概念,2077.26,0.78,16.17,25995271.0,43770828887.0,0.8,2081.06,2064.56,2064.56,2061.09,3513829712000.0,3110907392000.0,253282304.0,0.58,347137536.0,1754532099
BK0511,ST股,6601.95,0.76,49.77,9357176.0,5139003555.0,0.61,6602.04,6562.32,6563.5,6552.18,729873216000.0,646249024000.0,-80554960.0,-1.57,85250000.0,1754532099
BK0698,免疫治疗,1718.14,0.76,12.91,2827625.0,4185786549.0,1.23,1720.66,1699.68,1699.75,1705.23,570000576000.0,509578336000.0,-91804880.0,-2.19,50148800.0,1754532099
BK1133,ERP概念,1443.31,0.75,10.81,1786754.0,4270430152.0,0.95,1452.86,1439.32,1439.57,1432.5,292451184000.0,245314113000.0,68501952.0,1.6,-18671536.0,1754532099
BK0891,国产芯片,3558.29,0.73,25.91,36132465.0,76110614688.0,0.85,3564.85,3534.76,3534.76,3532.38,10220582656000.0,8187673088000.0,582419200.0,0.77,495576832.0,1754532099
BK0580,LED,3694.68,0.72,26.42,9113099.0,15523955207.0,0.6,3698.48,3676.35,3676.83,3668.26,1426171216000.0,1322337200000.0,718898576.0,4.63,-247854416.0,1754532099
BK0928,抖音小店,1318.49,0.69,9.09,2874057.0,2156311024.0,0.73,1318.94,1309.39,1309.39,1309.4,248686402000.0,228294969000.0,85052297.0,3.94,3048240.0,1754532099
BK1156,PEEK材料概念,1638.48,0.69,11.27,5604879.0,11392523672.0,2.09,1652.98,1618.98,1646.93,1627.21,447101280000.0,371250832000.0,-504937312.0,-4.43,404436448.0,1754532099
BK0664,婴童概念,1779.05,0.69,12.19,9170321.0,11856477648.0,0.99,1779.55,1762.1,1762.56,1766.86,1321344976000.0,1200265296000.0,269758848.0,2.28,-10037008.0,1754532099
BK1175,玻璃基板,1557.06,0.68,10.53,2647519.0,4368050067.0,0.83,1559.44,1546.6,1546.6,1546.53,506167920000.0,456447104000.0,-100887616.0,-2.31,96100064.0,1754532099
BK0881,3D玻璃,1301.49,0.67,8.69,3933056.0,4410078465.0,0.78,1307.72,1297.59,1297.59,1292.8,313476496000.0,291669040000.0,112745168.0,2.56,9220336.0,1754532099
BK1183,谷子经济,1193.18,0.67,7.94,7278314.0,9134838797.0,0.85,1193.37,1183.33,1185.59,1185.24,679061056000.0,615301728000.0,-24858464.0,-0.27,168890560.0,1754532099
BK1174,合成生物,1376.5,0.66,9.09,6897771.0,12668284688.0,0.89,1377.78,1365.66,1365.66,1367.41,1534315264000.0,1265571152000.0,-67595600.0,-0.53,211598656.0,1754532099
BK0917,半导体概念,1855.23,0.66,12.1,25211466.0,60901683812.0,0.72,1857.9,1844.68,1844.68,1843.13,8409650944000.0,6328240128000.0,-294460160.0,-0.48,703661056.0,1754532099
BK1008,国资云概念,1676.55,0.64,10.69,2188685.0,4509470828.0,1.22,1683.11,1662.72,1662.72,1665.86,407728800000.0,353575984000.0,-41024736.0,-0.91,114736096.0,1754532099
BK0960,无线充电,2819.35,0.63,17.65,5602312.0,12754935905.0,0.71,2824.2,2804.31,2804.31,2801.7,2073418208000.0,1367166832000.0,709310336.0,5.57,-302954256.0,1754532099
BK0935,中芯概念,1389.16,0.63,8.66,3066456.0,10491707435.0,0.53,1391.16,1383.78,1383.88,1380.5,2476827056000.0,1809947312000.0,166420064.0,1.59,38307296.0,1754532099
BK1142,裸眼3D,1208.77,0.62,7.43,3934591.0,4641457507.0,0.73,1215.93,1207.21,1207.21,1201.34,302609488000.0,287096304000.0,-164769488.0,-3.55,135335040.0,1754532099
BK0948,MicroLED,1075.41,0.61,6.47,2496313.0,1735776805.0,0.73,1076.61,1068.78,1068.8,1068.94,466511856000.0,430347040000.0,-50268205.0,-2.9,71731168.0,1754532099
BK0977,碳化硅,1528.85,0.59,9.04,3423840.0,5008877645.0,0.63,1530.9,1521.25,1521.25,1519.81,641363088000.0,573681232000.0,-90287520.0,-1.8,84366384.0,1754532099
BK0964,6G概念,1565.17,0.58,9.09,3703084.0,6613218475.0,0.99,1568.65,1553.22,1555.24,1556.08,543133808000.0,470370160000.0,-107567296.0,-1.63,206829040.0,1754532099
BK0946,EDA概念,1314.3,0.58,7.59,760358.0,2419448262.0,0.66,1315.76,1307.2,1312.64,1306.71,249414188000.0,233643398000.0,-29534000.0,-1.22,43040032.0,1754532099
BK1152,高带宽内存,1076.09,0.58,6.2,1056425.0,4913970679.0,0.8,1078.91,1070.37,1070.37,1069.89,737500704000.0,702452848000.0,17728784.0,0.36,15595632.0,1754532099
BK0852,冷链物流,2038.09,0.58,11.74,9933385.0,14493699679.0,0.68,2038.93,2025.13,2025.19,2026.35,1685673360000.0,1519109376000.0,-311793296.0,-2.15,392576976.0,1754532099
BK0706,人脑工程,5297.98,0.58,30.45,4109997.0,7247483485.0,1.11,5314.86,5256.17,5256.17,5267.53,545026032000.0,476189856000.0,-409905920.0,-5.66,372334096.0,1754532099
BK0801,增强现实,1298.14,0.58,7.45,6379609.0,11336744583.0,0.62,1301.1,1293.13,1293.13,1290.69,701780272000.0,647067120000.0,50543568.0,0.45,165106336.0,1754532099
BK0643,上海自贸,3434.14,0.57,19.56,3217118.0,4809877675.0,0.87,3437.54,3407.72,3408.1,3414.58,975033520000.0,769579936000.0,-282843184.0,-5.88,195093360.0,1754532099
BK1187,小红书概念,1250.99,0.57,7.07,7543224.0,8571272996.0,0.56,1251.29,1244.38,1245.68,1243.92,540946592000.0,485904928000.0,37741008.0,0.44,-6841312.0,1754532099
BK1048,IGBT概念,882.41,0.56,4.95,4239209.0,8411636704.0,0.95,883.58,875.21,875.86,877.46,2067045184000.0,1359127232000.0,377109968.0,4.48,-149588944.0,1754532099
BK0685,举牌,2577.76,0.56,14.34,847668.0,1050865278.0,0.87,2580.64,2558.29,2567.44,2563.42,254538154000.0,250427047000.0,70357205.0,6.72,-58331579.0,1754532099
BK0904,广电,1624.05,0.54,8.74,6303792.0,2622524029.0,0.75,1624.51,1612.32,1612.67,1615.31,243549663000.0,228539538000.0,111229664.0,4.24,-33934928.0,1754532099
BK0856,工业大麻,1998.14,0.54,10.75,4491458.0,5073080939.0,0.94,2003.5,1984.8,1985.03,1987.39,430777888000.0,403842928000.0,-118305360.0,-2.33,92477248.0,1754532099
BK1168,铜缆高速连接,1817.45,0.54,9.75,4634680.0,12647684048.0,1.07,1829.27,1809.84,1809.84,1807.7,671879808000.0,625103072000.0,721685520.0,5.71,-283676928.0,1754532099
BK0952,第三代半导体,1553.19,0.54,8.31,10035438.0,17347329705.0,0.81,1555.44,1542.98,1542.98,1544.88,1805380240000.0,1622806176000.0,-80901184.0,-0.47,155546112.0,1754532099
BK1127,AI芯片,1467.53,0.54,7.81,3276827.0,9896130818.0,0.51,1470.7,1463.31,1465.45,1459.72,1345526096000.0,1080062688000.0,162880336.0,1.65,6191632.0,1754532099
BK1084,数字哨兵,1832.5,0.53,9.68,1100626.0,1442636970.0,1.04,1845.16,1826.23,1826.23,1822.82,106922999000.0,90716405000.0,-35112966.0,-2.43,36983088.0,1754532099
BK0603,页岩气,2377.38,0.53,12.42,3602842.0,2736719852.0,0.61,2381.21,2366.76,2375.94,2364.96,2636213888000.0,2250685888000.0,-18212064.0,-0.67,66942992.0,1754532099
BK1107,科创板做市商,1577.53,0.52,8.17,2810308.0,3960144829.0,0.91,1585.7,1571.36,1571.69,1569.36,2122564080000.0,1773508528000.0,263072832.0,6.65,-162388704.0,1754532099
BK1141,混合现实,1446.86,0.5,7.26,6253424.0,13569530840.0,0.99,1461.15,1446.86,1454.35,1439.6,981257568000.0,920358992000.0,804053744.0,5.93,-265352000.0,1754532099
BK0976,被动元件,1437.04,0.5,7.2,1824456.0,4414361635.0,0.55,1441.45,1433.57,1436.41,1429.84,416295584000.0,381347552000.0,106021536.0,2.4,-99100640.0,1754532099
BK1077,统一大市场,1370.25,0.5,6.82,3401703.0,2286993332.0,0.83,1371.52,1360.15,1362.9,1363.43,412025424000.0,351764128000.0,83880556.0,3.67,-35635936.0,1754532099
BK0996,毛发医疗,1011.32,0.5,5.0,1399128.0,1249534033.0,0.93,1013.22,1003.89,1005.3,1006.32,124395814000.0,106497802000.0,-41917139.0,-3.35,37583040.0,1754532099
BK0674,蓝宝石,2705.85,0.49,13.19,3124119.0,6077840655.0,0.44,2712.65,2700.74,2701.76,2692.66,543334256000.0,513444576000.0,170618064.0,2.81,15452272.0,1754532099
BK1049,EDR概念,1703.12,0.49,8.3,1527580.0,2860544127.0,0.49,1705.36,1697.08,1697.83,1694.82,292704544000.0,281922560000.0,-169377280.0,-5.92,130443648.0,1754532099
BK1065,气溶胶检测,1564.26,0.49,7.58,974104.0,1334059918.0,1.42,1570.17,1548.04,1566.82,1556.68,208943899000.0,201551251000.0,-44367191.0,-3.33,33212608.0,1754532099
BK0722,虚拟现实,1197.4,0.48,5.72,32280554.0,46481804118.0,0.48,1198.54,1192.86,1192.86,1191.68,3547301520000.0,3268840144000.0,228428288.0,0.49,447862016.0,1754532099
BK1088,F5G概念,2782.09,0.47,13.12,2614849.0,7332797394.0,1.07,2800.9,2771.17,2771.17,2768.97,712385984000.0,696442624000.0,49596304.0,0.68,16876432.0,1754532099
BK0849,京东金融,1743.86,0.47,8.2,1239376.0,1054611278.0,0.67,1747.6,1736.02,1736.23,1735.66,258986638000.0,257994615000.0,12429889.0,1.18,-19270614.0,1754532099
BK1149,星闪概念,1505.44,0.47,6.98,2416200.0,6624701436.0,0.63,1508.45,1498.94,1499.32,1498.46,572198736000.0,483163440000.0,58498224.0,0.88,-14778096.0,1754532099
BK0915,WiFi,1264.52,0.45,5.71,2021652.0,3892029906.0,0.52,1268.08,1261.49,1262.77,1258.81,535198352000.0,496233072000.0,-57601872.0,-1.48,-19199136.0,1754532099
BK0866,人造肉,1058.27,0.45,4.75,555097.0,433491440.0,0.68,1059.26,1052.12,1054.75,1053.52,178726739000.0,169088041000.0,27659834.0,6.38,-8638276.0,1754532099
BK0711,券商概念,1207.93,0.45,5.39,11649036.0,14903129166.0,0.98,1214.44,1202.66,1203.35,1202.54,4318343168000.0,3531944896000.0,493316112.0,3.31,-348430752.0,1754532099
BK0677,粤港自贸,3264.69,0.44,14.39,3650985.0,3693774729.0,0.56,3264.95,3246.82,3250.72,3250.3,1075026480000.0,927108864000.0,-33038080.0,-0.9,62713472.0,1754532099
