行业代码,行业名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高价,最低价,开盘价,昨收价,总市值,流通市值,主力净流入,主力净流入占比,总股本,更新时间
BK0736,通信服务,1207.55,0.48,5.71,2863152.0,3027442117.0,0.4,1210.65,1205.84,1207.24,1201.84,3447731584000.0,1094309136000.0,-133843362.0,-4.43,95437936.0,1754532096
BK0484,贸易行业,10828.2,0.45,48.12,2509669.0,2252714103.0,0.56,10834.98,10774.59,10781.38,10780.08,331819216000.0,262128535000.0,7313859.0,0.32,19185648.0,1754532096
BK0482,商业百货,17926.31,0.4,71.82,3362340.0,2361196073.0,0.64,17935.75,17821.33,17844.11,17854.49,581945936000.0,535187520000.0,11379184.0,0.48,1708624.0,1754532096
BK0447,互联网服务,30643.05,0.4,122.43,16684905.0,25526964265.0,0.72,30774.11,30554.76,30554.76,30520.62,1910896784000.0,1659801936000.0,-428191904.0,-1.68,260566528.0,1754532096
BK0433,农牧饲渔,15271.69,0.4,60.26,2971340.0,3196139548.0,0.52,15273.94,15194.33,15210.66,15211.43,1084945008000.0,917805280000.0,55390774.0,1.74,-50917344.0,1754532096
BK1034,电源设备,2401.93,0.38,9.08,3039290.0,3976587625.0,0.66,2407.39,2391.53,2395.49,2392.85,476097328000.0,364151920000.0,89687056.0,2.26,12331328.0,1754532096
BK1043,专业服务,1492.33,0.34,5.07,1435896.0,2746656852.0,0.59,1494.4,1485.56,1491.7,1487.26,248275692000.0,193845447000.0,-80922149.0,-2.95,58085920.0,1754532096
BK0726,工程咨询服务,880.63,0.33,2.93,1623866.0,2269174338.0,0.47,882.6,878.49,880.01,877.7,208207721000.0,171195131000.0,8957386.0,0.4,-17146208.0,1754532096
BK0425,工程建设,25314.48,0.33,83.89,8060793.0,5081078856.0,0.5,25393.65,25267.16,25331.11,25230.59,1473776992000.0,1270659488000.0,-5259232.0,-0.1,55672032.0,1754532096
BK0539,综合行业,11722.43,0.3,34.69,997684.0,1100969264.0,0.53,11738.3,11676.06,11693.72,11687.74,207734957000.0,200610675000.0,6457037.0,0.59,-13901280.0,1754532096
BK0729,船舶制造,1173.62,0.26,3.03,11040063.0,12921549802.0,3.28,1192.99,1154.64,1192.99,1170.59,493296688000.0,434353824000.0,-1792569120.0,-13.88,1274226128.0,1754532096
BK0451,房地产开发,13236.24,0.26,34.12,5034026.0,3127690376.0,0.45,13239.69,13179.66,13198.56,13202.12,1061757856000.0,950668448000.0,-169592752.0,-5.43,113704272.0,1754532096
BK0424,水泥建材,28934.84,0.25,72.34,4807730.0,4272768619.0,1.06,29231.5,28926.45,29192.56,28862.5,372129552000.0,321548384000.0,-17942528.0,-0.42,61116144.0,1754532096
BK0458,仪器仪表,19677.65,0.25,48.94,1605085.0,3393258184.0,0.43,19704.3,19619.92,19652.38,19628.71,384731648000.0,290013408000.0,-139132130.0,-4.1,130853824.0,1754532096
BK1020,非金属材料,1538.21,0.25,3.81,1480117.0,3246689330.0,0.51,1543.43,1535.66,1536.2,1534.4,443869424000.0,346097024000.0,19304480.0,0.6,1079600.0,1754532096
BK1045,房地产服务,1210.76,0.25,2.99,872549.0,505378438.0,0.62,1213.02,1205.57,1207.24,1207.77,93584408000.0,87685374000.0,-19376371.0,-3.84,19425062.0,1754532096
BK1039,电子化学品,1829.92,0.23,4.2,1532199.0,2600073617.0,0.62,1832.32,1821.07,1825.7,1825.72,315386944000.0,240473649000.0,19259704.0,0.74,21031488.0,1754532096
BK0464,石油行业,5937.04,0.23,13.44,1282563.0,1018793166.0,0.48,5942.59,5913.94,5923.52,5923.6,3666903952000.0,2164023744000.0,-55984691.0,-5.5,39850081.0,1754532096
BK0475,银行,4387.8,0.22,9.59,11135851.0,8679683121.0,1.05,4398.32,4352.3,4379.78,4378.21,15922141440000.0,10754764032000.0,199935440.0,2.31,-38704960.0,1754532096
BK0465,化学制药,40487.55,0.21,85.08,11830280.0,19087785403.0,1.08,40656.72,40218.49,40246.2,40402.47,2276551376000.0,2053514880000.0,-661880800.0,-3.47,667742976.0,1754532096
BK0454,塑料制品,18001.19,0.21,37.58,4815725.0,9292818134.0,0.58,18019.91,17915.99,17964.63,17963.61,534356800000.0,438753776000.0,-236287600.0,-2.55,224313568.0,1754532096
BK0735,计算机设备,1511.25,0.18,2.73,3326046.0,7363487931.0,0.38,1513.13,1507.4,1507.4,1508.52,976076368000.0,883975648000.0,-195589184.0,-2.66,251132528.0,1754532096
BK0438,食品饮料,29314.15,0.17,49.72,3516519.0,3911087152.0,0.5,29314.15,29166.41,29228.38,29264.43,1661367216000.0,1402563776000.0,-158891525.0,-4.07,162221456.0,1754532096
BK0732,贵金属,1520.38,0.16,2.5,1140680.0,1451851922.0,0.6,1520.47,1511.39,1518.54,1517.88,415408896000.0,362878224000.0,-40381125.0,-2.78,37340896.0,1754532096
BK0910,专用设备,3236.06,0.14,4.38,16886290.0,32258232884.0,0.47,3243.63,3228.5,3241.32,3231.68,1898109168000.0,1583845248000.0,-1745620784.0,-5.41,1471825152.0,1754532096
BK0546,玻璃玻纤,41857.47,0.13,54.83,1759860.0,1929060105.0,0.69,41987.78,41698.63,41698.63,41802.64,382188544000.0,319877680000.0,-48926228.0,-2.54,42041968.0,1754532096
BK1029,汽车整车,1738.12,0.13,2.23,3557539.0,4884733321.0,0.35,1739.4,1733.35,1734.69,1735.89,2271232480000.0,1494041360000.0,-47761280.0,-0.98,131114864.0,1754532096
BK0477,酿酒行业,50690.96,0.13,64.87,680655.0,3235764558.0,0.32,50724.0,50561.54,50630.86,50626.09,3390824128000.0,3268832784000.0,19194704.0,0.59,-565072.0,1754532096
BK1019,化学原料,948.76,0.11,1.07,3651505.0,5270579207.0,0.5,951.67,946.95,951.18,947.69,916260032000.0,832327424000.0,-300695968.0,-5.71,193392800.0,1754532096
BK0486,文化传媒,10826.42,0.11,11.78,11592727.0,9243761124.0,0.43,10851.18,10805.06,10808.11,10814.64,1127778224000.0,1026021536000.0,89647488.0,0.97,49173136.0,1754532096
BK0421,铁路公路,9215.04,0.07,6.72,1000390.0,656294439.0,0.36,9237.37,9203.88,9223.17,9208.32,740873792000.0,660163200000.0,-37475498.0,-5.71,7364210.0,1754532096
BK1032,风电设备,1269.77,0.06,0.75,1801684.0,2931454928.0,0.53,1272.36,1265.68,1266.01,1269.02,344094480000.0,275594368000.0,-49712592.0,-1.7,85610032.0,1754532096
BK1018,橡胶制品,1661.56,0.06,0.92,1433723.0,3114322082.0,0.78,1663.29,1650.35,1659.84,1660.64,321975232000.0,256394458000.0,-137814608.0,-4.43,59956640.0,1754532096
BK1044,生物制品,1168.73,0.05,0.58,2356132.0,6213763426.0,0.86,1174.19,1164.1,1164.1,1168.15,1634022448000.0,940592160000.0,-180385392.0,-2.9,200701136.0,1754532096
BK0436,纺织服装,13015.35,0.02,3.12,5961860.0,5006200390.0,0.53,13018.11,12949.13,13008.77,13012.23,544526144000.0,494237488000.0,-163024672.0,-3.26,143787856.0,1754532096
BK0728,环保行业,497.18,0.02,0.08,4386968.0,3826550232.0,0.41,498.3,496.28,497.99,497.1,693244496000.0,578843248000.0,-36427002.0,-0.95,36581040.0,1754532096
BK0448,通信设备,17194.18,0.01,1.36,10978449.0,28129272087.0,0.42,17235.85,17162.83,17185.55,17192.82,1998934480000.0,1700923120000.0,-823704080.0,-2.93,896949504.0,1754532096
BK1040,中药,1542.44,0.0,-0.04,4964770.0,4761897245.0,0.77,1549.68,1537.82,1538.88,1542.48,932502880000.0,889372064000.0,-177262048.0,-3.72,163201632.0,1754532096
BK0459,电子元件,30717.81,-0.01,-3.47,8535590.0,23770301731.0,0.56,30869.38,30697.46,30697.46,30721.28,2494397536000.0,2075509632000.0,30530720.0,0.13,-26387200.0,1754532096
BK0478,有色金属,19979.8,-0.02,-4.59,10716912.0,8503710758.0,0.68,20105.14,19968.55,20056.29,19984.39,1772432848000.0,1495708080000.0,-258021104.0,-3.04,273285120.0,1754532096
BK0725,装修装饰,614.01,-0.04,-0.25,1112741.0,1026392375.0,0.8,616.92,611.98,616.92,614.26,139370199000.0,126767289000.0,-67563399.0,-6.59,29493696.0,1754532096
BK0456,家电行业,24197.03,-0.04,-10.66,5063078.0,7256078689.0,0.35,24212.26,24128.56,24212.26,24207.69,1980604528000.0,1734596064000.0,-314829104.0,-4.34,242928736.0,1754532096
BK1046,游戏,1481.51,-0.05,-0.78,4249957.0,5527831081.0,0.84,1481.71,1469.27,1477.31,1482.29,489419520000.0,444440016000.0,-208309744.0,-3.77,290194336.0,1754532096
BK0428,电力行业,17175.61,-0.07,-11.98,6749758.0,4655521775.0,0.31,17222.31,17169.17,17193.68,17187.59,3334944848000.0,2766349072000.0,-115770896.0,-2.49,54461824.0,1754532096
BK0427,公用事业,8589.58,-0.08,-7.29,435685.0,300274219.0,0.31,8602.85,8576.54,8599.61,8596.87,189764405000.0,179236736000.0,-3271100.0,-1.09,-4494569.0,1754532096
BK0457,电网设备,30329.13,-0.1,-29.1,7770997.0,9126314776.0,0.42,30397.63,30270.01,30388.22,30358.23,1327037072000.0,1186918704000.0,-229564576.0,-2.52,262500176.0,1754532096
BK1017,采掘行业,1388.11,-0.1,-1.4,1069800.0,981551599.0,0.43,1392.21,1386.19,1389.55,1389.51,317463856000.0,266848534000.0,-45569978.0,-4.64,48121466.0,1754532096
BK0545,通用设备,43703.52,-0.11,-48.37,16436258.0,27952622666.0,0.53,43849.56,43618.15,43794.37,43751.89,1513932416000.0,1165363472000.0,-1418017744.0,-5.08,1286965504.0,1754532096
BK0429,交运设备,11261.06,-0.15,-17.27,2194586.0,3975168549.0,0.53,11298.53,11238.38,11298.3,11278.33,731724960000.0,584177584000.0,-450186720.0,-11.33,320409184.0,1754532096
BK0485,旅游酒店,15865.89,-0.15,-24.56,2361346.0,2302992839.0,0.61,15866.56,15769.05,15849.06,15890.45,366171696000.0,329238144000.0,-116662160.0,-5.07,117902704.0,1754532096
BK0733,包装材料,1192.32,-0.16,-1.91,1166978.0,957919563.0,0.46,1194.76,1189.3,1193.39,1194.23,140450193000.0,123338707000.0,-71101535.0,-7.43,73581472.0,1754532096
BK0481,汽车零部件,46724.56,-0.16,-74.92,13283259.0,26520881066.0,0.62,46925.02,46636.9,46925.02,46799.48,2102678384000.0,1761480768000.0,-1562053888.0,-5.89,1317401856.0,1754532096
BK0737,软件开发,1301.15,-0.17,-2.22,14061087.0,28356635152.0,0.49,1307.5,1301.15,1301.47,1303.37,2552724704000.0,2135651328000.0,-1012027888.0,-3.57,919332096.0,1754532096
BK0476,装修建材,14385.59,-0.17,-24.57,1914382.0,1523341604.0,0.4,14423.22,14365.11,14422.98,14410.16,439657248000.0,390069504000.0,-102417193.0,-6.73,48643760.0,1754532096
BK0740,教育,706.06,-0.18,-1.24,2721352.0,1855989608.0,0.75,709.02,703.75,704.13,707.3,90330147000.0,81273841000.0,165964421.0,8.95,-63056656.0,1754532096
BK1033,电池,1151.51,-0.18,-2.03,4112467.0,9491532139.0,0.66,1158.02,1150.36,1153.02,1153.54,2178676416000.0,1976736592000.0,-249466288.0,-2.64,123737632.0,1754532096
BK0450,航运港口,10911.09,-0.19,-20.34,2283502.0,1297209155.0,0.36,10938.85,10899.75,10930.57,10931.43,1048438800000.0,848059024000.0,-45186014.0,-3.49,27374096.0,1754532096
BK1031,光伏设备,1138.34,-0.2,-2.26,3759231.0,5517666404.0,0.46,1143.63,1138.34,1142.1,1140.6,1311557712000.0,1142726800000.0,-285035280.0,-5.2,203113696.0,1754532096
BK0730,农药兽药,1297.91,-0.25,-3.19,1859111.0,2103685875.0,0.32,1300.08,1295.96,1299.88,1301.1,337168896000.0,297779392000.0,-94237714.0,-4.49,77160704.0,1754532096
BK0738,多元金融,666.2,-0.25,-1.65,1508737.0,1159984144.0,0.57,668.47,664.68,667.71,667.85,467502336000.0,439007088000.0,-93821674.0,-8.09,75666544.0,1754532096
BK0420,航空机场,4860.68,-0.27,-13.21,1050814.0,597771684.0,0.41,4875.44,4855.22,4872.09,4873.89,747024576000.0,519996544000.0,-7088880.0,-1.19,7420869.0,1754532096
BK0474,保险,1421.51,-0.3,-4.21,372247.0,1241207339.0,1.21,1433.18,1415.9,1423.46,1425.72,3193238560000.0,2198270176000.0,20938401.0,1.69,-4684349.0,1754532096
BK0471,化纤行业,16114.29,-0.34,-54.79,1544092.0,1377587097.0,0.54,16176.49,16089.86,16176.49,16169.08,475943312000.0,438201792000.0,-24778906.0,-1.8,10234656.0,1754532096
BK0731,化肥行业,1503.88,-0.38,-5.7,975741.0,1310891421.0,0.55,1511.02,1502.76,1509.73,1509.58,447089440000.0,421316832000.0,-12594027.0,-0.96,7290976.0,1754532096
BK1016,汽车服务,1075.93,-0.39,-4.22,466706.0,402294393.0,0.75,1081.09,1073.03,1078.71,1080.15,75527082000.0,69601348000.0,-39599169.0,-9.85,18636214.0,1754532096
BK1030,电机,2405.35,-0.52,-12.6,1483382.0,3434984328.0,0.95,2420.62,2397.6,2419.38,2417.95,257853581000.0,227614971000.0,-190834272.0,-5.56,197699536.0,1754532096
BK1028,燃气,1667.42,-0.54,-9.1,688866.0,661512316.0,0.64,1675.83,1665.12,1675.32,1676.52,286812688000.0,256523388000.0,-35212514.0,-5.32,27929498.0,1754532096
BK1027,小金属,2605.26,-0.56,-14.67,4311474.0,9603986521.0,1.32,2639.78,2605.2,2633.68,2619.93,903263280000.0,795840384000.0,-753982032.0,-7.86,513862496.0,1754532096
BK0739,工程机械,2150.87,-0.56,-12.17,3507881.0,5966563041.0,0.77,2166.04,2149.41,2163.56,2163.04,753658704000.0,673644832000.0,-468336688.0,-7.85,434100624.0,1754532096
BK1015,能源金属,528.98,-0.57,-3.05,959657.0,2371620874.0,0.98,534.19,528.98,533.52,532.03,371587504000.0,323028080000.0,-83684970.0,-3.56,-34111040.0,1754532096
BK0480,航天航空,56168.9,-0.67,-378.43,4195904.0,10474457467.0,1.41,56399.9,55604.13,56361.57,56547.33,1300812784000.0,1044635072000.0,-405572208.0,-3.87,345106528.0,1754532096
BK0437,煤炭行业,11174.08,-1.19,-134.64,2613033.0,2158925830.0,0.97,11279.83,11169.8,11273.44,11308.72,1776904080000.0,1481939824000.0,-383382049.0,-17.77,274709216.0,1754532096
BK0479,钢铁行业,8395.11,-1.44,-122.6,13534484.0,4988357368.0,1.29,8502.22,8392.46,8495.63,8517.71,972784656000.0,877404304000.0,-419212224.0,-8.42,318662320.0,1754532096
